Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-08-06 04:35:14,32.3182,-86.9023,94654,1695,37923.0,55036.0,1,1930.4594870477047,727460.0,11100.0,1.7907325628076995,84000001,USA,14836.478737800022,11.726921207767234
Alaska,US,2020-08-06 04:35:14,61.3707,-152.4044,3448,25,1017.0,2406.0,2,471.3312236431115,257279.0,,0.7250580046403712,84000002,USA,35169.26504862995,
American Samoa,US,2020-08-06 04:35:14,-14.271,-170.132,0,0,,0.0,60,0.0,1396.0,,,16,ASM,2508.9412483600217,
Arizona,US,2020-08-06 04:35:14,33.7298,-111.4312,182203,3932,24222.0,154049.0,4,2503.2296213742065,985542.0,13559.0,2.1580325241626097,84000004,USA,13540.051083178532,7.441699642706211
Arkansas,US,2020-08-06 04:35:14,34.9697,-92.3731,46293,508,38848.0,6937.0,5,1533.9962436261599,534811.0,3118.0,1.0973581318989911,84000005,USA,17721.86000151103,6.735359557600501
California,US,2020-08-06 04:35:14,36.1162,-119.6816,530606,9808,,520798.0,6,1342.8907809110108,8409400.0,,1.8484525240950915,84000006,USA,21283.034366352917,
Colorado,US,2020-08-06 04:35:14,39.0598,-105.3111,48970,1851,5449.0,41670.0,8,850.3602179367139,555422.0,6516.0,3.7798652236062895,84000008,USA,9644.85956640485,13.306105779048398
Connecticut,US,2020-08-06 04:35:14,41.5978,-72.7554,50225,4437,8613.0,37175.0,9,1408.7224955522515,848109.0,10807.0,8.834245893479341,84000009,USA,23787.958725342447,21.517172722747635
Delaware,US,2020-08-06 04:35:14,39.3185,-75.5071,15296,587,8339.0,6370.0,10,1570.811818880139,190700.0,,3.837604602510461,84000010,USA,19583.80059234065,
Diamond Princess,US,2020-08-06 04:35:14,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-08-06 04:35:14,38.8974,-77.0268,12443,587,10015.0,1841.0,11,1763.0914106856687,202825.0,,4.7175118540544885,84000011,USA,28738.970937259564,
Florida,US,2020-08-06 04:35:14,27.7663,-81.6868,502739,7627,,495112.0,12,2340.7447441972117,3814884.0,28956.0,1.5170893843525168,84000012,USA,17762.038896369762,5.759648644724201
Georgia,US,2020-08-06 04:35:14,33.0406,-83.6431,201713,3984,,197729.0,13,1899.8301188527573,1695224.0,19788.0,1.975083410588311,84000013,USA,15966.435546554,9.809977542349774
Grand Princess,US,2020-08-06 04:35:14,,,103,3,,100.0,99999,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-08-06 04:35:14,13.4443,144.7937,397,5,319.0,73.0,66,241.7356252549793,23435.0,,1.2594458438287153,316,GUM,14269.708760328564,
Hawaii,US,2020-08-06 04:35:14,21.0943,-157.4983,2763,27,1354.0,1382.0,15,195.14475884825748,132526.0,208.0,0.977198697068404,84000015,USA,9360.02689508656,7.528049221860298
Idaho,US,2020-08-06 04:35:14,44.2405,-114.4788,22708,217,7875.0,14616.0,16,1270.6868524647955,191887.0,906.0,0.9556103575832304,84000016,USA,10737.550117091432,3.989783336269156
Illinois,US,2020-08-06 04:35:14,40.3495,-88.9861,187752,7770,,179982.0,17,1481.6497171164274,2897344.0,,4.1384379394094335,84000017,USA,22864.464389135548,
Indiana,US,2020-08-06 04:35:14,39.8494,-86.2583,69975,3007,51709.0,15259.0,18,1039.4046895978877,792225.0,9148.0,4.297249017506252,84000018,USA,11767.665312135568,13.073240443015365
Iowa,US,2020-08-06 04:35:14,42.0115,-93.2105,46836,900,34733.0,11203.0,19,1484.467856497637,496428.0,,1.9215987701767872,84000019,USA,15734.29432627485,
Kansas,US,2020-08-06 04:35:14,38.5266,-96.7265,29256,372,1254.0,27630.0,20,1004.217190457328,308718.0,1821.0,1.2715340442986054,84000020,USA,10596.798010787714,6.224364232977852
Kentucky,US,2020-08-06 04:35:14,37.6681,-84.6701,32741,752,8467.0,23522.0,21,732.8423543979158,620822.0,3903.0,2.296814391741242,84000021,USA,13895.869281391006,11.920833206071894
Louisiana,US,2020-08-06 04:35:14,31.1695,-91.8678,125943,4096,89083.0,32764.0,22,2709.1542451655205,1469867.0,,3.252264913492612,84000022,USA,31618.24335515835,
Maine,US,2020-08-06 04:35:14,44.6939,-69.3819,3994,124,3456.0,414.0,23,297.1257509976105,178245.0,390.0,3.104656985478217,84000023,USA,13260.185149366322,9.764646970455683
Maryland,US,2020-08-06 04:35:14,39.0639,-76.8021,92426,3536,5749.0,83141.0,24,1528.7941141443146,982395.0,12922.0,3.825763313353385,84000024,USA,16249.536859377275,13.980914461298768
Massachusetts,US,2020-08-06 04:35:14,42.2302,-71.5301,119643,8659,99021.0,11963.0,25,1735.8425524080294,1259594.0,11993.0,7.237364492699113,84000025,USA,18274.841519836842,10.02398803105907
Michigan,US,2020-08-06 04:35:14,43.3266,-84.5361,93893,6478,60022.0,27393.0,26,940.1656597265787,1980472.0,,6.89934286901047,84000026,USA,19830.78359888401,
Minnesota,US,2020-08-06 04:35:14,45.6945,-93.9002,57779,1670,51223.0,4886.0,27,1024.517202540875,887623.0,5373.0,2.890323473926513,84000027,USA,15739.02339727131,9.299226362519256
Mississippi,US,2020-08-06 04:35:14,32.7416,-89.6787,63444,1804,42391.0,19249.0,28,2131.7481080416337,477822.0,4472.0,2.843452493537608,84000028,USA,16055.042943078457,7.048735893071054
Missouri,US,2020-08-06 04:35:14,38.4561,-92.2884,55614,1297,,54317.0,29,906.1450496853081,730574.0,,2.3321465817959512,84000029,USA,11903.585671391993,
Montana,US,2020-08-06 04:35:14,46.9219,-110.4544,4429,65,2820.0,1544.0,30,414.39849996912363,183124.0,248.0,1.4675999096861594,84000030,USA,17133.960467000634,5.599458116956424
Nebraska,US,2020-08-06 04:35:14,41.1254,-98.2681,27489,340,19764.0,7385.0,31,1421.0549170598965,287105.0,1644.0,1.2368583797155226,84000031,USA,14842.008511131056,5.980574047800938
Nevada,US,2020-08-06 04:35:14,38.3135,-117.0554,52828,890,1234.0,50704.0,32,1715.1079360915487,491117.0,,1.6847126523813132,84000032,USA,15944.549561775442,
New Hampshire,US,2020-08-06 04:35:14,43.4525,-71.5639,6719,418,5915.0,386.0,33,494.1491243359802,165976.0,698.0,6.2211638636701885,84000033,USA,12206.711573268145,10.388450662300937
New Jersey,US,2020-08-06 04:35:14,40.2989,-74.521,183327,15842,32749.0,134736.0,34,2063.9842201078786,2187018.0,21565.0,8.641389429816666,84000034,USA,24622.50863807237,11.763133635525591
New Mexico,US,2020-08-06 04:35:14,34.8405,-106.2485,21566,667,8685.0,12214.0,35,1028.5054241428363,590825.0,2753.0,3.0928313085412222,84000035,USA,28177.071187016205,12.765464156542704
New York,US,2020-08-06 04:35:14,42.1657,-74.9481,418225,32754,73410.0,312061.0,36,2149.8634620160287,6226435.0,89995.0,7.83166955586108,84000036,USA,32006.65934632739,21.518321477673503
North Carolina,US,2020-08-06 04:35:14,35.6301,-79.8064,129733,2085,105093.0,22555.0,37,1236.9561494740124,1873668.0,,1.6071469865030483,84000037,USA,17864.731060506383,
