Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-07-13 04:43:16,32.3182,-86.9023,53587,1121,25783.0,26683.0,1,1092.9018586898108,511506.0,6745.0,2.091925280385168,84000001,USA,10432.117083079671,12.587008042995505
Alaska,US,2020-07-13 04:43:16,61.3707,-152.4044,1479,17,615.0,847.0,2,202.17484912069665,145475.0,,1.1494252873563218,84000002,USA,19885.994709826464,
American Samoa,US,2020-07-13 04:43:16,-14.271,-170.132,0,0,,0.0,60,0.0,816.0,,,16,ASM,1466.5444546287808,
Arizona,US,2020-07-13 04:43:16,33.7298,-111.4312,122467,2237,14829.0,105401.0,4,1682.5355347652614,696172.0,5795.0,1.8266145165636456,84000004,USA,9564.487807397923,4.731886957302784
Arkansas,US,2020-07-13 04:43:16,34.9697,-92.3731,28367,321,21591.0,6455.0,5,939.988150323878,382402.0,1822.0,1.131596573483273,84000005,USA,12671.53201467027,6.422956251982938
California,US,2020-07-13 04:43:16,36.1162,-119.6816,324543,7051,,317492.0,6,821.3736797344964,5406599.0,,2.172593462191451,84000006,USA,13683.358185136787,
Colorado,US,2020-07-13 04:43:16,39.0598,-105.3111,36895,1725,4749.0,30421.0,8,640.6787878451105,392103.0,5885.0,4.675430275105028,84000008,USA,6808.837911652835,15.950670822604687
Connecticut,US,2020-07-13 04:43:16,41.5978,-72.7554,47287,4348,8351.0,34588.0,9,1326.316787400285,558209.0,10552.0,9.194916150316157,84000009,USA,15656.776018312132,22.314801108126968
Delaware,US,2020-07-13 04:43:16,39.3185,-75.5071,12804,517,7120.0,5167.0,10,1314.8976548732546,137409.0,,4.037800687285223,84000010,USA,14111.1193266541,
Diamond Princess,US,2020-07-13 04:43:16,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-07-13 04:43:16,38.8974,-77.0268,10847,568,1737.0,8542.0,11,1536.9486885564133,126883.0,,5.236470913616668,84000011,USA,17978.488102710733,
Florida,US,2020-07-13 04:43:16,27.7663,-81.6868,269811,4242,,265569.0,12,1256.2357011821125,2574007.0,18590.0,1.572211659272602,84000012,USA,11984.535428476473,6.890008190918827
Georgia,US,2020-07-13 04:43:16,33.0406,-83.6431,116935,3003,,113932.0,13,1101.350111039185,1083416.0,13259.0,2.5680933852140084,84000013,USA,10204.133338193267,11.338777953563945
Grand Princess,US,2020-07-13 04:43:16,,,103,3,,100.0,99999,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-07-13 04:43:16,13.4443,144.7937,310,5,202.0,103.0,66,188.76081569028614,16979.0,,1.6129032258064515,316,GUM,10338.612547114091,
Hawaii,US,2020-07-13 04:43:16,21.0943,-157.4983,1220,19,872.0,329.0,15,86.16598110563666,93920.0,125.0,1.5573770491803278,84000015,USA,6633.367988066718,10.245901639344263
Idaho,US,2020-07-13 04:43:16,44.2405,-114.4788,10903,102,3114.0,7687.0,16,610.1065154317274,125261.0,468.0,0.9355223333027608,84000016,USA,7009.3141547733285,4.29239658809502
Illinois,US,2020-07-13 04:43:16,40.3495,-88.9861,155048,7388,,147660.0,17,1223.5652634297785,1984114.0,,4.764976007429957,84000017,USA,15657.68645248382,
Indiana,US,2020-07-13 04:43:16,39.8494,-86.2583,51612,2760,38623.0,10229.0,18,766.6417268956936,564647.0,7527.0,5.3475935828877015,84000018,USA,8387.234580455568,14.583817716810046
Iowa,US,2020-07-13 04:43:16,42.0115,-93.2105,35410,752,26234.0,8424.0,19,1122.320582427648,374413.0,,2.123693871787631,84000019,USA,11867.02672206956,
Kansas,US,2020-07-13 04:43:16,38.5266,-96.7265,18981,297,905.0,17779.0,20,651.5260627587687,217779.0,1304.0,1.5647226173541964,84000020,USA,7475.301323509927,6.870027922659503
Kentucky,US,2020-07-13 04:43:16,37.6681,-84.6701,19389,625,5322.0,13442.0,21,433.98431353413736,438170.0,2779.0,3.223477229356852,84000021,USA,9807.566489311102,14.332869152612306
Louisiana,US,2020-07-13 04:43:16,31.1695,-91.8678,78122,3416,46334.0,28372.0,22,1680.4788510740634,934995.0,,4.372647909679732,84000022,USA,20112.635664217432,
Maine,US,2020-07-13 04:43:16,44.6939,-69.3819,3539,114,2994.0,431.0,23,263.2769235805066,122314.0,371.0,3.2212489403786377,84000023,USA,9099.308739990418,10.483187341056796
Maryland,US,2020-07-13 04:43:16,39.0639,-76.8021,73109,3319,5230.0,64560.0,24,1209.2767066731947,643391.0,11420.0,4.539796741851209,84000024,USA,10642.16101414564,15.620511838487735
Massachusetts,US,2020-07-13 04:43:16,42.2302,-71.5301,111597,8325,94347.0,8925.0,25,1619.1070210633206,957480.0,11608.0,7.459877953708433,84000025,USA,13891.615281125014,10.401713307705405
Michigan,US,2020-07-13 04:43:16,43.3266,-84.5361,76776,6314,53867.0,16595.0,26,768.7703949300566,1296155.0,,8.223924142961343,84000026,USA,12978.607784210788,
Minnesota,US,2020-07-13 04:43:16,45.6945,-93.9002,42281,1540,36582.0,4159.0,27,749.7120379485755,755052.0,4399.0,3.642297958894066,84000027,USA,13388.320372676799,10.404200468295453
Mississippi,US,2020-07-13 04:43:16,32.7416,-89.6787,36287,1249,22167.0,12871.0,28,1219.2601916100302,335211.0,3495.0,3.442004023479483,84000028,USA,11263.246564604124,9.631548488439382
Missouri,US,2020-07-13 04:43:16,38.4561,-92.2884,27880,1092,,26788.0,29,454.2619481646057,485508.0,,3.916786226685797,84000029,USA,7910.6101122489745,
Montana,US,2020-07-13 04:43:16,46.9219,-110.4544,1758,29,865.0,864.0,30,164.48691870528774,114661.0,128.0,1.6496018202502845,84000030,USA,10728.233552711601,7.281001137656427
Nebraska,US,2020-07-13 04:43:16,41.1254,-98.2681,21172,285,15724.0,5163.0,31,1094.495059987345,208103.0,1421.0,1.346117513697336,84000031,USA,10757.968329328665,6.711694691101455
Nevada,US,2020-07-13 04:43:16,38.3135,-117.0554,27683,593,764.0,26326.0,32,898.7531800337385,347556.0,,2.1421088754831485,84000032,USA,11283.714201488496,
New Hampshire,US,2020-07-13 04:43:16,43.4525,-71.5639,6054,391,5013.0,650.0,33,445.2416726789737,133389.0,589.0,6.458539808391147,84000033,USA,9810.099351994651,9.729104724149323
New Jersey,US,2020-07-13 04:43:16,40.2989,-74.521,175298,15525,31190.0,128583.0,34,1973.58984664818,1685604.0,20632.0,8.856347476867963,84000034,USA,18977.3468029844,11.769672215313351
New Mexico,US,2020-07-13 04:43:16,34.8405,-106.2485,15028,545,6271.0,8212.0,35,716.7012665315103,410754.0,2187.0,3.6265637476710135,84000035,USA,19589.294119835242,14.55283470854405
New York,US,2020-07-13 04:43:16,42.1657,-74.9481,401706,32350,71565.0,297791.0,36,2064.9484174131408,4673195.0,89995.0,8.053153301170507,84000036,USA,24022.31139070117,22.403200350505095
