Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-07-20 05:34:58,32.3182,-86.9023,67011,1287,29736.0,35988.0,1,1366.6830845664606,585533.0,7782.0,1.9205802032502128,84000001,USA,11941.89083218357,11.61301875811434
Alaska,US,2020-07-20 05:34:58,61.3707,-152.4044,1875,18,712.0,1145.0,2,256.30685740453424,173010.0,,0.96,84000002,USA,23649.94634643118,
American Samoa,US,2020-07-20 05:34:58,-14.271,-170.132,0,0,,0.0,60,0.0,1037.0,,,16,ASM,1863.7335777574087,
Arizona,US,2020-07-20 05:34:58,33.7298,-111.4312,143624,2761,18149.0,122714.0,4,1973.2048931150919,785979.0,6632.0,1.922380660613825,84000004,USA,10798.31789036447,4.617612655266528
Arkansas,US,2020-07-20 05:34:58,34.9697,-92.3731,33228,357,25292.0,7579.0,5,1101.065543024,419171.0,2177.0,1.0743950884795954,84000005,USA,13889.93453517856,6.551703382689299
California,US,2020-07-20 05:34:58,36.1162,-119.6816,386906,7715,,379191.0,6,979.2058523257474,6286852.0,,1.9940243883527264,84000006,USA,15911.157415769798,
Colorado,US,2020-07-20 05:34:58,39.0598,-105.3111,40124,1752,4948.0,33424.0,8,696.7501201652585,435938.0,6019.0,4.366463961718672,84000008,USA,7570.029256420159,15.000996909580302
Connecticut,US,2020-07-20 05:34:58,41.5978,-72.7554,47893,4396,8466.0,35031.0,9,1343.3140165153607,629969.0,10654.0,9.178794395840727,84000009,USA,17669.51720857255,22.24542208673501
Delaware,US,2020-07-20 05:34:58,39.3185,-75.5071,13519,523,7362.0,5634.0,10,1388.324070308617,152995.0,,3.8686293364893847,84000010,USA,15711.712488857669,
Diamond Princess,US,2020-07-20 05:34:58,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-07-20 05:34:58,38.8974,-77.0268,11261,578,1886.0,8797.0,11,1595.6097706124986,147765.0,,5.132759080010656,84000011,USA,20937.33041067008,
Florida,US,2020-07-20 05:34:58,27.7663,-81.6868,350047,4982,,345065.0,12,1629.8132340478887,3002641.0,21309.0,1.4232374509708696,84000012,USA,13980.248477760948,6.087468254262999
Georgia,US,2020-07-20 05:34:58,33.0406,-83.6431,143129,3174,,139955.0,13,1348.0578102614918,1255319.0,15010.0,2.2175799453639717,84000013,USA,11823.198529436004,10.487043156872472
Grand Princess,US,2020-07-20 05:34:58,,,103,3,,100.0,99999,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-07-20 05:34:58,13.4443,144.7937,314,5,222.0,87.0,66,191.1964391185479,18253.0,,1.5923566878980893,316,GUM,11114.358609015459,
Hawaii,US,2020-07-20 05:34:58,21.0943,-157.4983,1381,24,1019.0,338.0,15,97.5370654974461,104635.0,140.0,1.7378711078928313,84000015,USA,7390.1454368756495,10.137581462708182
Idaho,US,2020-07-20 05:34:58,44.2405,-114.4788,14874,119,3989.0,10766.0,16,832.3144373595813,146186.0,583.0,0.800053785128412,84000016,USA,8180.228475181373,3.919591233024069
Illinois,US,2020-07-20 05:34:58,40.3495,-88.9861,162750,7488,,155262.0,17,1284.3457937103121,2245686.0,,4.600921658986176,84000017,USA,17721.888590440158,
Indiana,US,2020-07-20 05:34:58,39.8494,-86.2583,56571,2822,40965.0,12784.0,18,840.3024322292546,626880.0,7895.0,4.988421629456789,84000018,USA,9311.64004023042,13.955913807427835
Iowa,US,2020-07-20 05:34:58,42.0115,-93.2105,38813,793,27894.0,10126.0,19,1230.1787282057132,415491.0,,2.0431298791641974,84000019,USA,13168.994665728496,
Kansas,US,2020-07-20 05:34:58,38.5266,-96.7265,21996,309,983.0,20704.0,20,755.0164520542586,249353.0,1453.0,1.404800872885979,84000020,USA,8559.084259369227,6.605746499363519
Kentucky,US,2020-07-20 05:34:58,37.6681,-84.6701,23161,670,6824.0,15667.0,21,518.4130530591652,490201.0,2875.0,2.8927939208151634,84000021,USA,10972.177238575876,12.413108242303872
Louisiana,US,2020-07-20 05:34:58,31.1695,-91.8678,91706,3543,53288.0,34875.0,22,1972.6836680653091,1069304.0,,3.8634331450504873,84000022,USA,23001.750561543493,
Maine,US,2020-07-20 05:34:58,44.6939,-69.3819,3687,117,3148.0,422.0,23,274.2870916194767,137437.0,375.0,3.1733116354759967,84000023,USA,10224.354491702199,10.17087062652563
Maryland,US,2020-07-20 05:34:58,39.0639,-76.8021,78131,3377,5344.0,69410.0,24,1292.3442855063452,739785.0,11841.0,4.322228052885539,84000024,USA,12236.588770824785,15.155316071725693
Massachusetts,US,2020-07-20 05:34:58,42.2302,-71.5301,113534,8431,95390.0,9713.0,25,1647.2100193500098,1040535.0,11717.0,7.425969313157292,84000025,USA,15096.62019733615,10.32025648704353
Michigan,US,2020-07-20 05:34:58,43.3266,-84.5361,81868,6366,55162.0,20340.0,26,819.7574071602307,1484459.0,,7.77593198807837,84000026,USA,14864.12592069757,
Minnesota,US,2020-07-20 05:34:58,45.6945,-93.9002,46204,1581,40001.0,4622.0,27,819.2733142871733,853188.0,4627.0,3.421781663925201,84000027,USA,15128.433911999931,10.014284477534412
Mississippi,US,2020-07-20 05:34:58,32.7416,-89.6787,42638,1355,25932.0,15351.0,28,1432.6567655046842,378077.0,3727.0,3.1779164125897092,84000028,USA,12703.564236871203,8.74102912894601
Missouri,US,2020-07-20 05:34:58,38.4561,-92.2884,33521,1136,,32385.0,29,546.1734133581689,559079.0,,3.3889203782703383,84000029,USA,9109.337005664262,
Montana,US,2020-07-20 05:34:58,46.9219,-110.4544,2533,37,1075.0,1421.0,30,236.9996388398713,133159.0,165.0,1.4607185155941569,84000030,USA,12458.995226323896,6.514015001973943
Nebraska,US,2020-07-20 05:34:58,41.1254,-98.2681,22583,301,16801.0,5481.0,31,1167.4372727987065,232401.0,1481.0,1.3328610016384006,84000031,USA,12014.063217273708,6.5580303768321295
Nevada,US,2020-07-20 05:34:58,38.3135,-117.0554,35765,647,842.0,34276.0,32,1161.142487588291,389788.0,,1.809031175730463,84000032,USA,12654.813587363755,
New Hampshire,US,2020-07-20 05:34:58,43.4525,-71.5639,6203,398,5251.0,554.0,33,456.1998836517466,143378.0,673.0,6.416250201515397,84000033,USA,10544.74075741095,10.849588908592617
New Jersey,US,2020-07-20 05:34:58,40.2989,-74.521,176783,15706,31405.0,129672.0,34,1990.3086963913174,1791137.0,21064.0,8.88433842620614,84000034,USA,20165.48846624537,11.915172839017329
