Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-07-08 05:34:00,32.3182,-86.9023,45785,1033,22082.0,22670.0,1,933.7807975836116,461364.0,2961.0,2.2561974445779187,84000001,USA,9409.475677544291,6.467183575406794
Alaska,US,2020-07-08 05:34:00,61.3707,-152.4044,1180,17,560.0,603.0,2,161.30244892658692,131420.0,,1.4406779661016949,84000002,USA,17964.718506722074,
American Samoa,US,2020-07-08 05:34:00,-14.271,-170.132,0,0,,0.0,60,0.0,696.0,,,16,ASM,1250.8761524774895,
Arizona,US,2020-07-08 05:34:00,33.7298,-111.4312,105094,1927,12260.0,90907.0,4,1443.853360420525,628797.0,5272.0,1.8335965897196795,84000004,USA,8638.843906144448,5.0164614535558645
Arkansas,US,2020-07-08 05:34:00,34.9697,-92.3731,24512,301,17834.0,6377.0,5,812.2462558867308,350655.0,1604.0,1.2279699738903394,84000005,USA,11619.541892051306,6.543733681462141
California,US,2020-07-08 05:34:00,36.1162,-119.6816,284012,6573,,277439.0,6,718.7952953191218,4896370.0,,2.3143388307536297,84000006,USA,12392.038787592386,
Colorado,US,2020-07-08 05:34:00,39.0598,-105.3111,34647,1696,4636.0,28315.0,8,601.6424437584915,360640.0,5591.0,4.8950847115190355,84000008,USA,6262.485378735889,16.137039281900307
Connecticut,US,2020-07-08 05:34:00,41.5978,-72.7554,47033,4338,8210.0,34485.0,9,1319.192536253042,530107.0,10411.0,9.223311292071523,84000009,USA,14868.564578391586,22.13552186762486
Delaware,US,2020-07-08 05:34:00,39.3185,-75.5071,12414,514,6815.0,5085.0,10,1274.8468828176026,128685.0,,4.1404865474464305,84000010,USA,13215.214364055357,
Diamond Princess,US,2020-07-08 05:34:00,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-07-08 05:34:00,38.8974,-77.0268,10569,561,1574.0,8434.0,11,1497.557913649187,110377.0,,5.307976156684644,84000011,USA,15639.696265952907,
Florida,US,2020-07-08 05:34:00,27.7663,-81.6868,213794,3841,,209953.0,12,995.4214450060543,2269194.0,16733.0,1.7965892401096382,84000012,USA,10565.330975046394,7.82669298483587
Georgia,US,2020-07-08 05:34:00,33.0406,-83.6431,100470,2899,,97571.0,13,946.2748164031892,979452.0,12226.0,2.885438439335125,84000013,USA,9224.950348121196,12.168806608937993
Grand Princess,US,2020-07-08 05:34:00,,,103,3,,100.0,99999,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-07-08 05:34:00,13.4443,144.7937,303,5,184.0,114.0,66,184.4984746908281,15911.0,,1.6501650165016502,316,GUM,9688.301091768202,
Hawaii,US,2020-07-08 05:34:00,21.0943,-157.4983,1071,19,781.0,271.0,15,75.64243095421055,85673.0,119.0,1.7740429505135389,84000015,USA,6050.900081363287,11.111111111111109
Idaho,US,2020-07-08 05:34:00,44.2405,-114.4788,8539,94,2907.0,5538.0,16,477.8225750042668,108541.0,387.0,1.1008314790959128,84000016,USA,6073.701851919208,4.532146621384237
Illinois,US,2020-07-08 05:34:00,40.3495,-88.9861,149574,7273,,142301.0,17,1180.3670522176724,1810956.0,,4.862476098787222,84000017,USA,14291.205660180964,
Indiana,US,2020-07-08 05:34:00,39.8494,-86.2583,48626,2717,36999.0,8910.0,18,722.2878518954893,530075.0,7333.0,5.5875457574137295,84000018,USA,7873.704049140409,15.080409657384939
Iowa,US,2020-07-08 05:34:00,42.0115,-93.2105,32153,732,25594.0,5827.0,19,1019.089909257164,339298.0,,2.276614934842783,84000019,USA,10754.056169910651,
Kansas,US,2020-07-08 05:34:00,38.5266,-96.7265,16860,289,859.0,15712.0,20,578.7223759608472,202219.0,1235.0,1.7141162514827994,84000020,USA,6941.201669301696,7.32502965599051
Kentucky,US,2020-07-08 05:34:00,37.6681,-84.6701,17519,602,4841.0,12076.0,21,392.1280720410827,409872.0,2708.0,3.4362691934471146,84000021,USA,9174.171878738665,15.457503282150807
Louisiana,US,2020-07-08 05:34:00,31.1695,-91.8678,68263,3319,43026.0,21918.0,22,1468.4023426290776,847598.0,,4.8620775529935685,84000022,USA,18232.642702602006,
Maine,US,2020-07-08 05:34:00,44.6939,-69.3819,3440,110,2816.0,514.0,23,255.9120138787632,110906.0,360.0,3.197674418604651,84000023,USA,8250.63308466224,10.465116279069766
Maryland,US,2020-07-08 05:34:00,39.0639,-76.8021,70396,3266,5036.0,62094.0,24,1164.4016884783846,594378.0,11111.0,4.639468151599523,84000024,USA,9831.449894800915,15.783567248139098
Massachusetts,US,2020-07-08 05:34:00,42.2302,-71.5301,110338,8213,93157.0,8968.0,25,1600.8407976028448,906760.0,11489.0,7.4434918160561185,84000025,USA,13155.743276426578,10.41255052656383
Michigan,US,2020-07-08 05:34:00,43.3266,-84.5361,73900,6251,52841.0,14808.0,26,739.9725459170987,1176511.0,,8.458728010825439,84000026,USA,11780.593233687036,
Minnesota,US,2020-07-08 05:34:00,45.6945,-93.9002,39133,1514,34377.0,3242.0,27,693.8927930049338,685247.0,4252.0,3.8688574860092495,84000027,USA,12150.562306193027,10.865509927682519
Mississippi,US,2020-07-08 05:34:00,32.7416,-89.6787,32214,1158,22167.0,8889.0,28,1082.4054844028306,327335.0,3315.0,3.5947103743713917,84000028,USA,10998.60927661888,10.290556900726392
Missouri,US,2020-07-08 05:34:00,38.4561,-92.2884,24918,1067,,23851.0,29,406.0006895396573,435348.0,,4.282045107954089,84000029,USA,7093.329648836614,
Montana,US,2020-07-08 05:34:00,46.9219,-110.4544,1327,23,716.0,588.0,30,124.16048983044188,105327.0,117.0,1.7332328560663148,84000030,USA,9854.899707890694,8.81688018085908
Nebraska,US,2020-07-08 05:34:00,41.1254,-98.2681,20201,282,14759.0,5160.0,31,1044.2988242397673,193073.0,1369.0,1.3959704965100737,84000031,USA,9980.986430990772,6.77689223305777
Nevada,US,2020-07-08 05:34:00,38.3135,-117.0554,23785,548,743.0,22494.0,32,772.2011482535299,316546.0,,2.303973092285053,84000032,USA,10276.947011774728,
New Hampshire,US,2020-07-08 05:34:00,43.4525,-71.5639,5932,384,4706.0,842.0,33,436.2691777885154,127880.0,574.0,6.473364801078894,84000033,USA,9404.939726162398,9.676331759946057
New Jersey,US,2020-07-08 05:34:00,40.2989,-74.521,173878,15281,30774.0,127823.0,34,1957.602798408951,1560133.0,20246.0,8.788345851689115,84000034,USA,17564.733472263033,11.643796224939324
New Mexico,US,2020-07-08 05:34:00,34.8405,-106.2485,13727,519,5902.0,7306.0,35,654.6551960126458,380240.0,2033.0,3.780869818605668,84000035,USA,18134.04908077864,14.810228017775188
New York,US,2020-07-08 05:34:00,42.1657,-74.9481,398237,32243,71091.0,294903.0,36,2047.1162066420638,4344867.0,89995.0,8.096435037427462,84000036,USA,22334.55869596317,22.59835223748672
North Carolina,US,2020-07-08 05:34:00,35.6301,-79.8064,76290,1446,55318.0,19526.0,37,727.3969201619667,1071290.0,,1.8953991348800632,84000037,USA,10214.353737060075,
North Dakota,US,2020-07-08 05:34:00,47.5289,-99.784,3898,84,3413.0,401.0,38,511.5069377557207,114357.0,248.0,2.1549512570549,84000038,USA,15006.259333230106,6.362237044638276
Northern Mariana Islands,US,2020-07-08 05:34:00,15.0979,145.6739,31,2,19.0,10.0,69,56.216451472508346,8218.0,,6.451612903225807,580,MNP,14902.799941970117,
Ohio,US,2020-07-08 05:34:00,40.3888,-82.7649,58904,2970,41438.0,14496.0,39,503.92245767424345,896485.0,8383.0,5.042102403911449,84000039,USA,7669.409963128042,14.231631128616051
Oklahoma,US,2020-07-08 05:34:00,35.5653,-96.9289,17220,404,13005.0,3811.0,40,435.181354627062,389018.0,1741.0,2.3461091753774683,84000040,USA,9831.206748798511,10.110336817653891
Oregon,US,2020-07-08 05:34:00,44.572,-122.0709,10605,220,2877.0,7508.0,41,251.43815273451145,271906.0,1141.0,2.0744931636020745,84000041,USA,6446.727237852905,10.75907590759076
Pennsylvania,US,2020-07-08 05:34:00,40.5908,-77.2098,95898,6787,70437.0,18674.0,42,749.0867239457867,850102.0,,7.077311309933472,84000042,USA,6640.39002064445,
Puerto Rico,US,2020-07-08 05:34:00,18.2208,-66.5901,8714,157,,8557.0,72,297.06062027512024,201400.0,,1.8016984163415195,630,PRI,6865.734326762592,
Rhode Island,US,2020-07-08 05:34:00,41.6809,-71.5118,17154,969,1677.0,14508.0,44,1619.2780364767066,260690.0,2036.0,5.648828261629942,84000044,USA,24608.230810837853,11.868951847965489
South Carolina,US,2020-07-08 05:34:00,33.8569,-80.945,47352,846,19181.0,27325.0,45,919.6859643009883,445291.0,3090.0,1.7866193613786112,84000045,USA,8648.586812163192,6.525595539787125
South Dakota,US,2020-07-08 05:34:00,44.2998,-99.4388,7163,98,6190.0,875.0,46,809.6905135198987,85365.0,699.0,1.3681418400111685,84000046,USA,9649.48076038338,9.758481083344968
Tennessee,US,2020-07-08 05:34:00,35.7478,-86.6923,53514,665,31827.0,21022.0,47,783.6086765397982,921199.0,2950.0,1.2426654707179428,84000047,USA,13489.17160406222,5.512576148297641
Texas,US,2020-07-08 05:34:00,31.0545,-97.5635,216026,2778,108485.0,104763.0,48,745.0230603443297,2221287.0,,1.285956320072584,84000048,USA,7660.698428166402,
Utah,US,2020-07-08 05:34:00,40.15,-111.8624,26033,194,14764.0,11075.0,49,812.0193714328136,382849.0,1653.0,0.7452080052241385,84000049,USA,11941.797116493728,6.349633157914955
Vermont,US,2020-07-08 05:34:00,44.0459,-72.7107,1254,56,1039.0,159.0,50,200.96508111521197,71113.0,,4.465709728867624,84000050,USA,11396.515002668315,
Virgin Islands,US,2020-07-08 05:34:00,18.3358,-64.8963,116,6,79.0,31.0,78,108.14035872767276,3299.0,,5.172413793103448,850,VIR,3075.4745124361407,
Virginia,US,2020-07-08 05:34:00,37.7693,-78.17,66740,1881,8913.0,55946.0,51,781.9091024224773,728117.0,9815.0,2.81839976026371,84000051,USA,8530.436169142145,14.706323044650883
Washington,US,2020-07-08 05:34:00,47.4009,-121.4905,37420,1384,,36036.0,53,491.40546032623183,629256.0,4544.0,3.6985569214323886,84000053,USA,8263.491030011846,12.143238909673972
West Virginia,US,2020-07-08 05:34:00,38.4912,-80.9545,3505,95,2535.0,875.0,54,195.57547455649564,189847.0,,2.7104136947218262,84000054,USA,10593.271645685314,
Wisconsin,US,2020-07-08 05:34:00,44.2685,-89.6165,32556,805,25758.0,5993.0,55,559.1476004708684,636777.0,3639.0,2.4726624892492937,84000055,USA,10936.611733168636,11.177663103575377
Wyoming,US,2020-07-08 05:34:00,42.756,-107.3025,1709,21,1274.0,414.0,56,295.28698473803433,37789.0,119.0,1.2287887653598597,84000056,USA,6529.315310863415,6.963136337039203
