Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-07-02 04:33:59,32.3182,-86.9023,38962,972,18866.0,19124.0,1,794.6263500153473,413953.0,2803.0,2.4947384631179097,84000001,USA,8442.532761868051,7.194189209999488
Alaska,US,2020-07-02 04:33:59,61.3707,-152.4044,975,14,528.0,433.0,2,133.2795658503578,114400.0,,1.4358974358974361,84000002,USA,15638.135726441982,
American Samoa,US,2020-07-02 04:33:59,-14.271,-170.132,0,0,,0.0,60,0.0,696.0,,,16,ASM,1250.8761524774895,
Arizona,US,2020-07-02 04:33:59,33.7298,-111.4312,84105,1725,9715.0,72665.0,4,1155.4921011491451,549596.0,4837.0,2.0510076689851973,84000004,USA,7550.726316190065,5.751144402829796
Arkansas,US,2020-07-02 04:33:59,34.9697,-92.3731,21197,277,15163.0,5757.0,5,702.3981676742426,314858.0,1448.0,1.3067886965136577,84000005,USA,10433.3482227474,6.831155352172477
California,US,2020-07-02 04:33:59,36.1162,-119.6816,238681,6169,,232512.0,6,604.0687713267866,4254176.0,,2.5846213146417183,84000006,USA,10766.73413186598,
Colorado,US,2020-07-02 04:33:59,39.0598,-105.3111,33012,1697,4502.0,26813.0,8,573.2507967026098,327503.0,5489.0,5.140554949715255,84000008,USA,5687.063966814941,16.627287047134377
Connecticut,US,2020-07-02 04:33:59,41.5978,-72.7554,46572,4324,8053.0,34195.0,9,1306.2623009031254,477841.0,10268.0,9.284548655844713,84000009,USA,13402.595639565625,22.047582238254748
Delaware,US,2020-07-02 04:33:59,39.3185,-75.5071,11510,509,6676.0,4325.0,10,1182.0112470783474,111384.0,,4.4222415291051265,84000010,USA,11438.500499094236,
Diamond Princess,US,2020-07-02 04:33:59,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-07-02 04:33:59,38.8974,-77.0268,10365,553,1451.0,8361.0,11,1468.6524529258984,100035.0,,5.33526290400386,84000011,USA,14174.302762030127,
Florida,US,2020-07-02 04:33:59,27.7663,-81.6868,158997,3550,,155447.0,12,740.2874893197546,1980354.0,15125.0,2.2327465298087383,84000012,USA,9220.496554176076,9.512758102354134
Georgia,US,2020-07-02 04:33:59,33.0406,-83.6431,84242,2827,,81415.0,13,793.4317018357468,855038.0,11275.0,3.355808266660336,84000013,USA,8053.159415425005,13.384060207497447
Grand Princess,US,2020-07-02 04:33:59,,,103,3,,100.0,99999,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-07-02 04:33:59,13.4443,144.7937,267,5,179.0,83.0,66,162.57786383647223,13784.0,,1.8726591760299625,316,GUM,8393.158333790012,
Hawaii,US,2020-07-02 04:33:59,21.0943,-157.4983,926,18,736.0,172.0,15,65.40139221624554,79058.0,113.0,1.9438444924406049,84000015,USA,5583.6968313519865,12.20302375809935
Idaho,US,2020-07-02 04:33:59,44.2405,-114.4788,6370,92,4233.0,2045.0,16,356.45038093186315,91040.0,330.0,1.444270015698587,84000016,USA,5094.386605971244,5.180533751962323
Illinois,US,2020-07-02 04:33:59,40.3495,-88.9861,144013,6951,,137062.0,17,1136.4822782771314,1637108.0,,4.8266475943144025,84000017,USA,12919.279715204311,
Indiana,US,2020-07-02 04:33:59,39.8494,-86.2583,45952,2650,35025.0,8277.0,18,682.5684072369006,489716.0,7095.0,5.7668871866295275,84000018,USA,7274.213747354327,15.440024373259053
Iowa,US,2020-07-02 04:33:59,42.0115,-93.2105,29514,717,23607.0,5190.0,19,935.4467571242476,309790.0,,2.4293555600731858,84000019,USA,9818.799582893564,
Kansas,US,2020-07-02 04:33:59,38.5266,-96.7265,14830,277,834.0,13719.0,20,509.0422796856089,183173.0,1152.0,1.8678354686446392,84000020,USA,6287.444470455295,7.768037761294672
Kentucky,US,2020-07-02 04:33:59,37.6681,-84.6701,15842,572,4052.0,11218.0,21,354.59175279838064,377090.0,2635.0,3.610655220300467,84000021,USA,8440.411820650257,16.6330008837268
Louisiana,US,2020-07-02 04:33:59,31.1695,-91.8678,60178,3238,43026.0,13914.0,22,1294.486268911894,752088.0,,5.3807039117285385,84000022,USA,16178.131360520601,
Maine,US,2020-07-02 04:33:59,44.6939,-69.3819,3294,105,2671.0,518.0,23,245.05063189437382,97241.0,351.0,3.1876138433515484,84000023,USA,7234.05236673977,10.655737704918034
Maryland,US,2020-07-02 04:33:59,39.0639,-76.8021,67918,3205,5001.0,59712.0,24,1123.4137433671647,542604.0,10902.0,4.7189257634205966,84000024,USA,8975.069801908141,16.051709414293708
Massachusetts,US,2020-07-02 04:33:59,42.2302,-71.5301,108882,8053,,100829.0,25,1579.7163962061386,858435.0,11352.0,7.3960801601733985,84000025,USA,12454.619171003626,10.425965724362154
Michigan,US,2020-07-02 04:33:59,43.3266,-84.5361,71089,6198,51099.0,13792.0,26,711.8255523234187,1061859.0,,8.7186484547539,84000026,USA,10632.564379363796,
Minnesota,US,2020-07-02 04:33:59,45.6945,-93.9002,36716,1482,31947.0,3287.0,27,651.0353867060828,617107.0,4081.0,4.036387406035516,84000027,USA,10942.327442641648,11.11504521189672
Mississippi,US,2020-07-02 04:33:59,32.7416,-89.6787,27900,1082,19388.0,7430.0,28,937.4530643459047,293752.0,3177.0,3.878136200716846,84000028,USA,9870.204751173413,11.387096774193546
Missouri,US,2020-07-02 04:33:59,38.4561,-92.2884,21035,1018,,20017.0,29,342.73314489391976,389740.0,,4.8395531257428095,84000029,USA,6350.217061609522,
Montana,US,2020-07-02 04:33:59,46.9219,-110.4544,1016,22,658.0,336.0,30,95.06183697643479,93330.0,105.0,2.1653543307086616,84000030,USA,8732.402800207341,10.33464566929134
Nebraska,US,2020-07-02 04:33:59,41.1254,-98.2681,19310,276,13737.0,5297.0,31,998.2382206856054,180608.0,1330.0,1.4293112377006731,84000031,USA,9336.603239854261,6.887622993267738
Nevada,US,2020-07-02 04:33:59,38.3135,-117.0554,19101,511,714.0,17876.0,32,620.1309284334949,284096.0,,2.6752526045756766,84000032,USA,9223.42894320937,
New Hampshire,US,2020-07-02 04:33:59,43.4525,-71.5639,5802,373,4463.0,966.0,33,426.70832257737123,119169.0,565.0,6.428817649086523,84000033,USA,8764.288881975655,9.738021371940713
New Jersey,US,2020-07-02 04:33:59,40.2989,-74.521,171928,15078,30300.0,126550.0,34,1935.6487532916994,1442937.0,20054.0,8.769950211716532,84000034,USA,16245.284102231542,11.664185007677634
New Mexico,US,2020-07-02 04:33:59,34.8405,-106.2485,12276,500,5393.0,6383.0,35,585.4554663255802,344181.0,1902.0,4.0729879439556855,84000035,USA,16414.357107804208,15.49364613880743
New York,US,2020-07-02 04:33:59,42.1657,-74.9481,394079,32043,70590.0,291446.0,36,2025.742227862549,3971648.0,89995.0,8.131110767130448,84000036,USA,20416.046193290782,22.836791607774078
North Carolina,US,2020-07-02 04:33:59,35.6301,-79.8064,66751,1398,45538.0,19815.0,37,636.4460849093123,942238.0,,2.094350646432263,84000037,USA,8983.890670593408,
North Dakota,US,2020-07-02 04:33:59,47.5289,-99.784,3615,80,3210.0,325.0,38,474.3708517154772,107226.0,234.0,2.2130013831258646,84000038,USA,14070.508698767293,6.473029045643154
Northern Mariana Islands,US,2020-07-02 04:33:59,15.0979,145.6739,30,2,19.0,9.0,69,54.403017554040325,8217.0,,6.666666666666668,580,MNP,14900.986508051648,
Ohio,US,2020-07-02 04:33:59,40.3888,-82.7649,52865,2876,,49989.0,39,452.2589420913501,792005.0,7911.0,5.440272391941738,84000039,USA,6775.585802157566,14.964532299252813
