Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-06-13 03:33:25,32.3182,-86.9023,23710,769,13508.0,9433.0,1,483.5632349177117,286385.0,2202.0,3.2433572332349216,84000001,USA,5840.795319776839,9.287220582032898
Alaska,US,2020-06-13 03:33:25,61.3707,-152.4044,624,12,403.0,209.0,2,85.298922144229,70880.0,,1.9230769230769231,84000002,USA,9689.082694844474,
American Samoa,US,2020-06-13 03:33:25,-14.271,-170.132,0,0,,0.0,60,0.0,174.0,,,16,ASM,312.7190381193724,
Arizona,US,2020-06-13 03:33:25,33.7298,-111.4312,33039,1156,5980.0,25903.0,4,453.9124134102205,311236.0,3622.0,3.4988952450134687,84000004,USA,4275.973361788898,10.962801537576803
Arkansas,US,2020-06-13 03:33:25,34.9697,-92.3731,11547,176,7607.0,3764.0,5,382.6292231039524,181122.0,961.0,1.5242054213215557,84000005,USA,6001.781427819698,8.32250801073872
California,US,2020-06-13 03:33:25,36.1162,-119.6816,146659,4978,,141681.0,6,371.1737504619773,2662258.0,,3.3942683367539668,84000006,USA,6737.808702891762,
Colorado,US,2020-06-13 03:33:25,39.0598,-105.3111,28807,1582,4169.0,23056.0,8,500.2313007576663,234370.0,5057.0,5.491720762314715,84000008,USA,4069.816709777979,17.554760995591348
Connecticut,US,2020-06-13 03:33:25,41.5978,-72.7554,44689,4159,7611.0,32919.0,9,1253.4474784217932,330254.0,9912.0,9.30654075947101,84000009,USA,9263.04109599031,22.179954798720043
Delaware,US,2020-06-13 03:33:25,39.3185,-75.5071,10173,414,6062.0,3697.0,10,1044.7089849285865,77694.0,,4.069595989383663,84000010,USA,7978.729959209829,
Diamond Princess,US,2020-06-13 03:33:25,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-06-13 03:33:25,38.8974,-77.0268,9654,506,1143.0,8005.0,11,1367.9084206991438,61953.0,,5.241350735446448,84000011,USA,8778.333373479807,
Florida,US,2020-06-13 03:33:25,27.7663,-81.6868,70971,2877,,68094.0,12,330.43984103166923,1335899.0,11986.0,4.05376844063068,84000012,USA,6219.924380301331,16.8885882966282
Georgia,US,2020-06-13 03:33:25,33.0406,-83.6431,55783,2418,,53365.0,13,525.3911424646075,591958.0,9181.0,4.3346539268235835,84000013,USA,5575.345354517757,16.458419231665562
Grand Princess,US,2020-06-13 03:33:25,,,103,3,,100.0,99999,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-06-13 03:33:25,13.4443,144.7937,183,5,168.0,10.0,66,111.42977184297537,8527.0,,2.7322404371584703,316,GUM,5192.140243196999,
Hawaii,US,2020-06-13 03:33:25,21.0943,-157.4983,706,17,623.0,66.0,15,49.86326447588482,58579.0,86.0,2.407932011331445,84000015,USA,4137.3090222845,12.181303116147307
Idaho,US,2020-06-13 03:33:25,44.2405,-114.4788,3353,87,2684.0,582.0,16,187.6260796333653,61432.0,265.0,2.594691321204891,84000016,USA,3437.5918055582756,7.9033701163137495
Illinois,US,2020-06-13 03:33:25,40.3495,-88.9861,131198,6260,,124938.0,17,1035.3523775312167,1147962.0,,4.771414198387171,84000017,USA,9059.171527123055,
Indiana,US,2020-06-13 03:33:25,39.8494,-86.2583,39146,2396,27811.0,8939.0,18,581.4724684387124,335180.0,6349.0,6.1206764420375,84000018,USA,4978.7447496880295,16.21877075563276
Iowa,US,2020-06-13 03:33:25,42.0115,-93.2105,23350,644,14227.0,8479.0,19,740.0786670343289,214544.0,,2.758029978586724,84000019,USA,6799.975911786426,
Kansas,US,2020-06-13 03:33:25,38.5266,-96.7265,10973,243,667.0,10063.0,20,376.6500967626558,129152.0,973.0,2.2145265652055044,84000020,USA,4433.164430610638,8.867219538868131
Kentucky,US,2020-06-13 03:33:25,37.6681,-84.6701,12166,497,3379.0,8290.0,21,272.3117828901086,281094.0,2406.0,4.085155350978136,84000021,USA,6291.731735961876,19.776426105540033
Louisiana,US,2020-06-13 03:33:25,31.1695,-91.8678,44995,2996,33904.0,8095.0,22,967.8854343728716,479534.0,,6.65851761306812,84000022,USA,10315.234445750877,
Maine,US,2020-06-13 03:33:25,44.6939,-69.3819,2721,100,2105.0,516.0,23,202.42342725701005,66887.0,308.0,3.6751194413818453,84000023,USA,4975.926416368847,11.319367879456086
Maryland,US,2020-06-13 03:33:25,39.0639,-76.8021,60613,2900,4474.0,53239.0,24,1002.5836630453481,400095.0,9923.0,4.7844521802253634,84000024,USA,6617.8659803363735,16.371075511853892
Massachusetts,US,2020-06-13 03:33:25,42.2302,-71.5301,105059,7538,,97521.0,25,1524.250334022343,693359.0,10726.0,7.175015943422268,84000025,USA,10059.611145617202,10.209501327825317
Michigan,US,2020-06-13 03:33:25,43.3266,-84.5361,65672,5990,42041.0,17641.0,26,657.5842629968568,786287.0,,9.12108661225484,84000026,USA,7873.217770115262,
Minnesota,US,2020-06-13 03:33:25,45.6945,-93.9002,29795,1305,25028.0,3462.0,27,528.3146134357703,395202.0,3557.0,4.379929518375566,84000027,USA,7007.584892063879,11.93824467192482
Mississippi,US,2020-06-13 03:33:25,32.7416,-89.6787,19091,881,13356.0,4854.0,28,641.4665394776941,214493.0,2643.0,4.614739929809859,84000028,USA,7207.065237661152,13.844219789429575
Missouri,US,2020-06-13 03:33:25,38.4561,-92.2884,15997,881,,15116.0,29,260.64664220908173,265135.0,,5.5072826154904035,84000029,USA,4319.969211858778,
Montana,US,2020-06-13 03:33:25,46.9219,-110.4544,573,18,489.0,66.0,30,53.612630499505045,57022.0,77.0,3.141361256544503,84000030,USA,5335.252035502228,13.43804537521815
Nebraska,US,2020-06-13 03:33:25,41.1254,-98.2681,16522,215,9229.0,7078.0,31,854.1114387450838,130773.0,1029.0,1.3012952427066942,84000031,USA,6760.36286036865,6.228059556954364
Nevada,US,2020-06-13 03:33:25,38.3135,-117.0554,10704,461,604.0,9639.0,32,347.5148661301571,199447.0,,4.306801195814649,84000032,USA,6475.223982161942,
New Hampshire,US,2020-06-13 03:33:25,43.4525,-71.5639,5251,315,3665.0,1271.0,33,386.18500549013726,91917.0,504.0,5.998857360502762,84000033,USA,6760.039449559502,9.59817177680442
New Jersey,US,2020-06-13 03:33:25,40.2989,-74.521,166164,12489,28509.0,125166.0,34,1870.7548476220388,1055396.0,18607.0,7.516068462482848,84000034,USA,11882.159692598336,11.197973086829881
New Mexico,US,2020-06-13 03:33:25,34.8405,-106.2485,9526,420,3983.0,5123.0,35,454.30504824189285,255284.0,1625.0,4.408985933235356,84000035,USA,12174.764847300376,17.0585765273987
New York,US,2020-06-13 03:33:25,42.1657,-74.9481,381714,30758,68399.0,282557.0,36,1962.1806002510286,2801400.0,89995.0,8.057865312773437,84000036,USA,14400.448329228771,23.576552078257546
North Carolina,US,2020-06-13 03:33:25,35.6301,-79.8064,41417,1121,23653.0,16643.0,37,394.89576933212965,595697.0,,2.706618055387884,84000037,USA,5679.750467292216,
North Dakota,US,2020-06-13 03:33:25,47.5289,-99.784,3016,74,2573.0,369.0,38,395.76832331227655,84164.0,197.0,2.4535809018567645,84000038,USA,11044.245743784626,6.5318302387267915
Northern Mariana Islands,US,2020-06-13 03:33:25,15.0979,145.6739,30,2,19.0,9.0,69,54.403017554040325,7762.0,,6.666666666666668,580,MNP,14075.8740751487,
Ohio,US,2020-06-13 03:33:25,40.3888,-82.7649,40424,2510,,37914.0,39,345.8264537047335,523718.0,6814.0,6.209182663764102,84000039,USA,4480.396266607352,16.856322976449633
Oklahoma,US,2020-06-13 03:33:25,35.5653,-96.9289,7849,360,6391.0,1098.0,40,198.35879514911784,246214.0,1103.0,4.586571537775513,84000040,USA,6222.284671785566,14.052745572684419
Oregon,US,2020-06-13 03:33:25,44.572,-122.0709,5377,173,2370.0,2834.0,41,127.48542642654104,166189.0,875.0,3.2174074762878933,84000041,USA,3940.240939631845,16.27301469220755
Pennsylvania,US,2020-06-13 03:33:25,40.5908,-77.2098,82481,6162,56939.0,19380.0,42,644.2826970090351,566384.0,,7.470811459608879,84000042,USA,4424.187522735725,
Puerto Rico,US,2020-06-13 03:33:25,18.2208,-66.5901,5536,146,,5390.0,72,188.72246888261026,5536.0,,2.6372832369942203,630,PRI,188.72246888261026,
Rhode Island,US,2020-06-13 03:33:25,41.6809,-71.5118,15947,833,1435.0,13679.0,44,1505.3414275209302,191518.0,1853.0,5.223553019376684,84000044,USA,18078.634195519757,11.619740390042017
South Carolina,US,2020-06-13 03:33:25,33.8569,-80.945,17170,593,8682.0,7895.0,45,333.48133145480597,236059.0,1988.0,3.4536983110075714,84000045,USA,4584.8147712224845,11.578334304018636
South Dakota,US,2020-06-13 03:33:25,44.2998,-99.4388,5742,74,4755.0,913.0,46,649.0636505139269,63005.0,525.0,1.2887495646116336,84000046,USA,7121.953204568088,9.143155694879832
Tennessee,US,2020-06-13 03:33:25,35.7478,-86.6923,29118,466,19425.0,9227.0,47,426.37660132835975,590173.0,2049.0,1.6003846418023215,84000047,USA,8641.938249047396,7.036884401401196
Texas,US,2020-06-13 03:33:25,31.0545,-97.5635,84927,1956,55258.0,27713.0,48,292.89332508986365,1226957.0,,2.3031544738422407,84000048,USA,4231.487223995711,
Utah,US,2020-06-13 03:33:25,40.15,-111.8624,13577,139,7935.0,5503.0,49,423.4927594185577,258786.0,988.0,1.0237902334830964,84000049,USA,8072.033382845315,7.2770125948294915
Vermont,US,2020-06-13 03:33:25,44.0459,-72.7107,1119,55,907.0,157.0,50,179.3300843444356,48634.0,,4.915102770330654,84000050,USA,7794.047651481036,
Virgin Islands,US,2020-06-13 03:33:25,18.3358,-64.8963,72,6,64.0,2.0,78,67.12160196890032,2293.0,,8.333333333333334,850,VIR,2137.6365738151167,
Virginia,US,2020-06-13 03:33:25,37.7693,-78.17,53211,1534,7002.0,44675.0,51,623.4067313305727,450530.0,8028.0,2.8828625660107874,84000051,USA,5278.296492574148,15.087106049501045
Washington,US,2020-06-13 03:33:25,47.4009,-121.4905,25171,1204,,23967.0,53,330.5496216427467,425212.0,3772.0,4.783282348734655,84000053,USA,5583.952394340931,14.985499185570696
West Virginia,US,2020-06-13 03:33:25,38.4912,-80.9545,2249,88,1553.0,608.0,54,125.49193788232773,124039.0,,3.9128501556247217,84000054,USA,6921.251437521587,
