Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-06-08 03:33:42,32.3182,-86.9023,20500,692,11395.0,8413.0,1,418.0955848086499,259566.0,2022.0,3.3756097560975613,84000001,USA,5293.824320314245,9.86341463414634
Alaska,US,2020-06-08 03:33:42,61.3707,-152.4044,543,10,382.0,151.0,2,74.22646590435312,64904.0,,1.8416206261510129,84000002,USA,8872.181478924742,
American Samoa,US,2020-06-08 03:33:42,-14.271,-170.132,0,0,,0.0,60,0.0,174.0,,,16,ASM,312.7190381193724,
Arizona,US,2020-06-08 03:33:42,33.7298,-111.4312,26989,1051,5517.0,20421.0,4,370.7933692160308,281621.0,3352.0,3.8941791100077814,84000004,USA,3869.102205787091,12.419874763792656
Arkansas,US,2020-06-08 03:33:42,34.9697,-92.3731,9426,154,6424.0,2848.0,5,312.3463286548762,160273.0,844.0,1.6337789093995332,84000005,USA,5310.914824156905,8.953957139826011
California,US,2020-06-08 03:33:42,36.1162,-119.6816,130615,4632,,125983.0,6,330.56859392598585,2362218.0,,3.546300195230257,84000006,USA,5978.4487448352365,
Colorado,US,2020-06-08 03:33:42,39.0598,-105.3111,27987,1527,4074.0,22386.0,8,485.99206492535865,213014.0,4480.0,5.456104620002144,84000008,USA,3698.9714409550975,16.007432022010214
Connecticut,US,2020-06-08 03:33:42,41.5978,-72.7554,43968,4071,7284.0,32613.0,9,1233.2247025274546,302354.0,9669.0,9.25900655021834,84000009,USA,8480.495399108122,21.990993449781662
Delaware,US,2020-06-08 03:33:42,39.3185,-75.5071,9942,398,5792.0,3752.0,10,1020.9866045571615,68997.0,,4.003218668276001,84000010,USA,7085.597742368786,
Diamond Princess,US,2020-06-08 03:33:42,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-06-08 03:33:42,38.8974,-77.0268,9332,489,1143.0,7700.0,11,1322.283134655522,54547.0,,5.240034290612946,84000011,USA,7728.9517944765075,
Florida,US,2020-06-08 03:33:42,27.7663,-81.6868,63938,2700,,61238.0,12,297.69430550341497,1216158.0,11215.0,4.2228408770996895,84000012,USA,5662.412199199572,17.54042979136038
Georgia,US,2020-06-08 03:33:42,33.0406,-83.6431,51898,2180,,49718.0,13,488.80034260667577,539884.0,8685.0,4.200547227253459,84000013,USA,5084.887359201945,16.734748930594627
Grand Princess,US,2020-06-08 03:33:42,,,103,3,,100.0,99999,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-06-08 03:33:42,13.4443,144.7937,179,5,162.0,12.0,66,108.99414841471359,7463.0,,2.793296089385475,316,GUM,4544.264411279372,
Hawaii,US,2020-06-08 03:33:42,21.0943,-157.4983,675,17,616.0,42.0,15,47.67380102156127,54055.0,83.0,2.5185185185185186,84000015,USA,3817.7886136599923,12.296296296296294
Idaho,US,2020-06-08 03:33:42,44.2405,-114.4788,3139,83,2461.0,595.0,16,175.6511374796104,56041.0,260.0,2.6441541892322395,84000016,USA,3135.92398709616,8.282892640968461
Illinois,US,2020-06-08 03:33:42,40.3495,-88.9861,127757,5904,,121853.0,17,1008.1976378927699,1042774.0,,4.621273198337469,84000017,USA,8229.077730817062,
Indiana,US,2020-06-08 03:33:42,39.8494,-86.2583,37397,2303,25138.0,9956.0,18,555.4929214275412,304263.0,6136.0,6.158247987806509,84000018,USA,4519.505381509425,16.407733240634276
